Title,Date,Link,Company
ATM Hardware Engineer at KCB Bank Kenya, 06/Dec/2022,https://jobwebkenya.com/jobs/atm-hardware-engineer-kcb-bank-kenya/,KCB Bank Kenya
"Manager, IFRS9 Modelling and Reporting at KCB Bank Kenya", 06/Dec/2022,https://jobwebkenya.com/jobs/manager-ifrs9-modelling-reporting-kcb-bank-kenya/,KCB Bank Kenya
Submit CV’s – New Recruitment at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-proto-energy/, Proto Energy
Fleet Supervisor at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/fleet-supervisor-proto-energy/, Proto Energy
Bridger Technician at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/bridger-technician-proto-energy/, Proto Energy
Auto Electrician at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/auto-electrician-proto-energy/, Proto Energy
Tata Specialist at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/tata-specialist-proto-energy/, Proto Energy
Auto Technicians at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/auto-technicians-proto-energy/, Proto Energy
Three- Wheeler Technician at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/three-wheeler-technician-proto-energy/, Proto Energy
Tyre Man at Proto Energy, 06/Dec/2022,https://jobwebkenya.com/jobs/tyre-man-proto-energy/, Proto Energy
Finance Associate at Ilara Health, 06/Dec/2022,https://jobwebkenya.com/jobs/finance-associate-ilara-health/,Ilara Health
Sales & Marketing Coordinator at Janta Kenya, 06/Dec/2022,https://jobwebkenya.com/jobs/sales-marketing-coordinator-janta-kenya/,Janta Kenya
Retail Area Manager at Vivo Activewear, 06/Dec/2022,https://jobwebkenya.com/jobs/retail-area-manager-vivo-activewear/,Vivo Activewear
Graduate Assistant – Maths at Zetech University, 06/Dec/2022,https://jobwebkenya.com/jobs/graduate-assistant-maths-zetech-university/,Zetech University
National Project Personnel – Logistics at Food and Agriculture Organization, 06/Dec/2022,https://jobwebkenya.com/jobs/national-project-personnel-logistics-food-agriculture-organization/,Food and Agriculture Organization
"HLA ESA Research, Evidence and MEAL Adviser at Save the Children", 06/Dec/2022,https://jobwebkenya.com/jobs/hla-esa-research-evidence-meal-adviser-save-children/,Save the Children
Senior Regional Change & Deployment Analyst at Save the Children, 06/Dec/2022,https://jobwebkenya.com/jobs/senior-regional-change-deployment-analyst-save-children/,Save the Children
Field Office Coordinator at HIAS Refugee Trust, 06/Dec/2022,https://jobwebkenya.com/jobs/field-office-coordinator-hias-refugee-trust/, HIAS Refugee Trust
Internal Audit Assistant at Africa Enterprise Challenge Fund (AECF), 06/Dec/2022,https://jobwebkenya.com/jobs/internal-audit-assistant-africa-enterprise-challenge-fund-aecf/,Africa Enterprise Challenge Fund (AECF)
Communications Manager at Africa Enterprise Challenge Fund (AECF), 06/Dec/2022,https://jobwebkenya.com/jobs/communications-manager-africa-enterprise-challenge-fund-aecf/,Africa Enterprise Challenge Fund (AECF)
Executive Advisor at Africa Enterprise Challenge Fund (AECF), 06/Dec/2022,https://jobwebkenya.com/jobs/executive-advisor-africa-enterprise-challenge-fund-aecf/,Africa Enterprise Challenge Fund (AECF)
Short Term Internship at Baker Hughes, 06/Dec/2022,https://jobwebkenya.com/jobs/short-term-internship-baker-hughes/,Baker Hughes
QSSK-QSS-PE-Production Engineer at Q-Sourcing Servtec Group, 06/Dec/2022,https://jobwebkenya.com/jobs/qssk-qss-pe-production-engineer-q-sourcing-servtec-group/, Q-Sourcing Servtec Group
Finance Officer at Christian Blind Mission (CBM), 06/Dec/2022,https://jobwebkenya.com/jobs/finance-officer-christian-blind-mission-cbm/,Christian Blind Mission (CBM)
Kenya Focal Place Project Learning Coordinator at Nature Conservancy, 06/Dec/2022,https://jobwebkenya.com/jobs/kenya-focal-place-project-learning-coordinator-nature-conservancy/,Nature Conservancy
IT Systems Specialist at Andela, 06/Dec/2022,https://jobwebkenya.com/jobs/systems-specialist-andela/,Andela
Financial Analyst at Andela, 06/Dec/2022,https://jobwebkenya.com/jobs/financial-analyst-andela/,Andela
Technical Business Partner at Kyosk Digital Services, 06/Dec/2022,https://jobwebkenya.com/jobs/technical-business-partner-kyosk-digital-services-2/,Kyosk Digital Services
"Content Strategist & Producer, Global Partnerships at International Rescue Committee (IRC)", 06/Dec/2022,https://jobwebkenya.com/jobs/content-strategist-producer-global-partnerships-international-rescue-committee-irc/,International Rescue Committee (IRC)
Commercial and Fintech Capability and Skills Development Lead at Safaricom Kenya, 06/Dec/2022,https://jobwebkenya.com/jobs/commercial-fintech-capability-skills-development-lead-safaricom-kenya/,Safaricom Kenya
"Senior Programme Management Assistant, G7 at United Nations Environment Programme (UNEP)", 06/Dec/2022,https://jobwebkenya.com/jobs/senior-programme-management-assistant-g7-united-nations-environment-programme-unep-2/,United Nations Environment Programme (UNEP)
Public Information Assistant at United Nations Environment Programme (UNEP), 06/Dec/2022,https://jobwebkenya.com/jobs/public-information-assistant-united-nations-environment-programme-unep/,United Nations Environment Programme (UNEP)
Submit CV’s – Latest Recruitment at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Refrigeration & Air Conditioning at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-refrigeration-air-conditioning-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Community Development at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-community-development-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Shipping/Logistics/Transport Option at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-shippinglogisticstransport-option-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Analytical Chemistry at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-analytical-chemistry-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Environmental Science at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-environmental-science-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Mining and Mineral Processing Engineering at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-mining-mineral-processing-engineering-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Mechanical/Electrical & Instrumentation Engineering at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-mechanicalelectrical-instrumentation-engineering-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Geospatial/Geomatics Engineering at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-geospatialgeomatics-engineering-base-titanium-limited/,Base Titanium Limited
Attachment Opportunity – Geology at Base Titanium Limited, 05/Dec/2022,https://jobwebkenya.com/jobs/attachment-opportunity-geology-base-titanium-limited/,Base Titanium Limited
Submit CV’s – New Recruitment at Summit Recruitment & Search, 05/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-summit-recruitment-search-2/,Summit Recruitment & Search
Group Financial Controller at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/group-financial-controller-summit-recruitment-search-2/,Summit Recruitment and Search
Stores Operations Manager at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/stores-operations-manager-summit-recruitment-search-2/,Summit Recruitment and Search
Front Office Associate at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/front-office-associate-summit-recruitment-search/,Summit Recruitment and Search
Marketing Coordinator at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/marketing-coordinator-summit-recruitment-search-3/,Summit Recruitment and Search
Head Barista at Summit Recruitment and search, 05/Dec/2022,https://jobwebkenya.com/jobs/head-barista-summit-recruitment-search/,Summit Recruitment and Search
Regional Accountant (East Africa) at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/regional-accountant-east-africa-summit-recruitment-search-3/,Summit Recruitment and Search
Marketing Coordinator at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/marketing-coordinator-summit-recruitment-search-2/,Summit Recruitment and Search
Group Finance Analyst at Summit Recruitment and search, 05/Dec/2022,https://jobwebkenya.com/jobs/group-finance-analyst-summit-recruitment-search-2/,Summit Recruitment and Search
Head of Logistics and Warehouse at Summit Recruitment and Search, 05/Dec/2022,https://jobwebkenya.com/jobs/head-logistics-warehouse-summit-recruitment-search/,Summit Recruitment and Search
"Associate, Social Protection at Global Alliance for Improved Nutrition (GAIN)", 05/Dec/2022,https://jobwebkenya.com/jobs/associate-social-protection-global-alliance-improved-nutrition-gain/,Global Alliance for Improved Nutrition (GAIN)
Natural Resources Management Officer – CRA 5 at Commission on Revenue Allocation, 05/Dec/2022,https://jobwebkenya.com/jobs/natural-resources-management-officer-cra-5-commission-revenue-allocation/,Commission on Revenue Allocation
Drivers – CRA 7A -2 Positions at Commission on Revenue Allocation, 05/Dec/2022,https://jobwebkenya.com/jobs/drivers-cra-7a-2-positions-commission-revenue-allocation/,Commission on Revenue Allocation
Manager Procurement and Supplies – CRA 4A at Commission on Revenue Allocation, 05/Dec/2022,https://jobwebkenya.com/jobs/manager-procurement-and-supplies-cra-4a-at-commission-on-revenue-allocation/,Commission on Revenue Allocation
Deputy Director Corporate Services – CRA 3 at Commission on Revenue Allocation, 05/Dec/2022,https://jobwebkenya.com/jobs/deputy-director-corporate-services-cra-3-commission-revenue-allocation/,Commission on Revenue Allocation
Fleet Manager at World Health Organization (WHO), 05/Dec/2022,https://jobwebkenya.com/jobs/fleet-manager-world-health-organization/,World Health Organization (WHO)
Human Resource & Business Administration Manager at Superior Homes, 05/Dec/2022,https://jobwebkenya.com/jobs/human-resource-business-administration-manager-superior-homes-2/,Superior Homes
Psychological Counselor at World Bank Group, 05/Dec/2022,https://jobwebkenya.com/jobs/psychological-counselor-world-bank-group/,World Bank Group
"Consultancy for Situational Assessment on the Plight of LGBTIQ+ Refugees in Kakuma Refugee Camp, Turkana at HIAS Refugee Trust", 05/Dec/2022,https://jobwebkenya.com/jobs/consultancy-situational-assessment-plight-lgbtiq-refugees-kakuma-refugee-camp-turkana-hias-refugee-trust/, HIAS Refugee Trust 
Programming Manager at Pharmaceutical Product Development (PPD), 05/Dec/2022,https://jobwebkenya.com/jobs/programming-manager-pharmaceutical-product-development-ppd/,Pharmaceutical Product Development (PPD)
Accounts Assistant at Summit Human Resource & Marketing Consultant, 05/Dec/2022,https://jobwebkenya.com/jobs/accounts-assistant-summit-human-resource-marketing-consultant-2/,Summit Human Resource & Marketing Consultant
Painter at Summit Human Resource & Marketing Consultant, 05/Dec/2022,https://jobwebkenya.com/jobs/painter-summit-human-resource-marketing-consultant/,"Summit Human Resource Summit HR & Marketing Consulting team brings more years of combined experience in human resources consulting, strategy and management. Our consultants become an integral part of your management team, providing hands-on assistance with a variety of human resource concerns.& Marketing Consultant"
Barista at Summit Human Resource & Marketing Consultant, 05/Dec/2022,https://jobwebkenya.com/jobs/barista-summit-human-resource-marketing-consultant/,Summit Human Resource & Marketing Consultant
Resident Consultant Urologist at Aga Khan Hospital Kisumu, 05/Dec/2022,https://jobwebkenya.com/jobs/resident-consultant-urologist-aga-khan-hospital-kisumu/,Aga Khan Hospital Kisumu
Music Teacher at Aga Khan Academy, 05/Dec/2022,https://jobwebkenya.com/jobs/music-teacher-aga-khan-academy-2/,Aga Khan Academy
Visual Arts Teacher at Aga Khan Academy, 05/Dec/2022,https://jobwebkenya.com/jobs/visual-arts-teacher-aga-khan-academy-2/,Aga Khan Academy
IT Officer at PATH, 05/Dec/2022,https://jobwebkenya.com/jobs/it-officer-at-path/,PATH
Database Administrator at Indra, 05/Dec/2022,https://jobwebkenya.com/jobs/database-administrator-indra/,Indra
"Manager (Safe Disclosure), East Africa Region at Aga Khan University (AKU)", 05/Dec/2022,https://jobwebkenya.com/jobs/manager-safe-disclosure-east-africa-region-aga-khan-university-aku/,Aga Khan University (AKU)
Research Laboratory Technologist at Aga Khan University (AKU), 05/Dec/2022,https://jobwebkenya.com/jobs/research-laboratory-technologist-aga-khan-university-aku/,Aga Khan University (AKU)
Finance Officer – Grants at Center for International Forestry Research (CIFOR), 05/Dec/2022,https://jobwebkenya.com/jobs/finance-officer-grants-center-international-forestry-research-cifor/,Center for International Forestry Research (CIFOR)
Communications Officer at Center for International Forestry Research (CIFOR), 05/Dec/2022,https://jobwebkenya.com/jobs/communications-officer-center-international-forestry-research-cifor/,Center for International Forestry Research (CIFOR)
Kenya Customer Experience Officer [Fixed-Term] at One Acre Fund, 05/Dec/2022,https://jobwebkenya.com/jobs/kenya-customer-experience-officer-fixed-term-one-acre-fund/,One Acre Fund
Customer Service Representative – French Speaking at Cigna, 05/Dec/2022,https://jobwebkenya.com/jobs/customer-service-representative-french-speaking-cigna/,Cigna
Claims Representative at Cigna, 05/Dec/2022,https://jobwebkenya.com/jobs/claims-representative-cigna/,Cigna
Customer Service Representative – Portuguese Speaking at Cigna, 05/Dec/2022,https://jobwebkenya.com/jobs/customer-service-representative-portuguese-speaking-cigna/,Cigna
Risk & Compliance Supervisor at Q-Sourcing Servtec Group, 05/Dec/2022,https://jobwebkenya.com/jobs/risk-compliance-supervisor-q-sourcing-servtec-group/, Q-Sourcing Servtec Group
Direct Sales Agent – Enterprise at SimbaNET, 05/Dec/2022,https://jobwebkenya.com/jobs/direct-sales-agent-enterprise-simbanet/,SimbaNET
Sales Manager at Fanisi HR Solutions, 05/Dec/2022,https://jobwebkenya.com/jobs/sales-manager-fanisi-hr-solutions-4/,Fanisi HR Solutions
Production Manager at Fanisi HR Solutions, 05/Dec/2022,https://jobwebkenya.com/jobs/production-manager-fanisi-hr-solutions-2/,Fanisi HR Solutions
Content Creator at Fanisi HR Solutions, 05/Dec/2022,https://jobwebkenya.com/jobs/content-creator-fanisi-hr-solutions-3/,Fanisi HR Solutions
Nail Technician at Fanisi HR Solutions, 05/Dec/2022,https://jobwebkenya.com/jobs/nail-technician-fanisi-hr-solutions-2/,Fanisi HR Solutions
